№,"Длина волны,м","Частота,Гц","ЭПР,м^2"
511,1.5654952076677315,191632653.0612245,0.49535767133023617
512,1.5625911876276626,191988795.51820728,0.49278606589349544
513,1.5596979216510287,192344937.97519007,0.4902197612050129
514,1.5568153501121356,192701080.43217286,0.48765894673945176
515,1.553943413825267,193057222.88915566,0.48510381102430017
516,1.551082054040634,193413365.34613845,0.48255454163212236
517,1.5482312124403694,193769507.80312124,0.48001132517284095
518,1.5453908311345648,194125650.26010403,0.4774743472860813
519,1.5425608526573529,194481792.71708682,0.4749437926335502
520,1.5397412199630316,194837935.1740696,0.4724198448914634
521,1.536931876422231,195194077.6310524,0.4699026867430097
522,1.5341327658181223,195550220.08803523,0.4673924998708579
523,1.531343832342668,195906362.54501802,0.46488946494970157
524,1.5285650205929127,196262505.0020008,0.462393761638835
525,1.5257962755673145,196618647.4589836,0.4599055685747701
526,1.523037542662116,196974789.9159664,0.45742506336388167
527,1.520288767667755,197330932.37294918,0.45495242257508595
528,1.5175498967653132,197687074.82993197,0.45248782173254976
529,1.5148208765230042,198043217.28691477,0.4500314353084281
530,1.5121016538926986,198399359.74389756,0.4475834367156239
531,1.509392176206487,198755502.20088035,0.4451439983005856
532,1.5066923911732788,199111644.65786314,0.44271329133611403
533,1.5040022468754388,199467787.11484593,0.4402914860142089
534,1.50132169176546,199823929.57182872,0.43787875143892413
535,1.4986506746626687,200180072.0288115,0.43547525561925066
536,1.4959891447499702,200536214.4857943,0.43308116546202063
537,1.4933370515706235,200892356.9427771,0.4306966467648284
538,1.4906943450250538,201248499.3997599,0.4283218642089692
539,1.4880609753676983,201604641.85674268,0.425956981352397
540,1.4854368932038835,201960784.3137255,0.4236021606226979
541,1.4828220494867381,202316926.7707083,0.4212575633100789
542,1.4802163955141368,202673069.22769108,0.4189233495603735
543,1.4776198829256755,203029211.68467388,0.4165996783680568
544,1.4750324636996812,203385354.14165667,0.4142867075692799
545,1.4724540901502503,203741496.59863946,0.41198459383491304
546,1.4698847149243197,204097639.05562225,0.4096934926636031
547,1.467324290998767,204453781.51260504,0.4074135583748406
548,1.464772771677543,204809923.96958783,0.40514494410204177
549,1.462230110588832,205166066.42657062,0.40288780178563843
550,1.459696261682243,205522208.88355342,0.4006422821661773
551,1.4571711792260298,205878351.3405362,0.3984085347774351
552,1.4546548178043386,206234493.797519,0.3961867079395361
553,1.4521471323144868,206590636.2545018,0.3939769487520866
554,1.4496480779642664,206946778.71148458,0.39177940308731174
555,1.4471576102692791,207302921.16846737,0.3895942155832095
556,1.4446756850502949,207659063.62545016,0.3874215296367068
557,1.4422022584306409,208015206.08243296,0.38526148739682836
558,1.439737286833615,208371348.53941578,0.38311422975787673
559,1.4372807269799275,208727490.99639857,0.38097989635261625
560,1.4348325358851675,209083633.45338136,0.3788586255454735
561,1.4323926708572956,209439775.91036415,0.376750554425737
562,1.4299610894941635,209795918.36734694,0.3746558188007825
563,1.4275377496810557,210152060.82432973,0.3725745531892909
564,1.4251226095882599,210508203.28131253,0.37050689081448884
565,1.4227156276686592,210864345.73829532,0.3684529635973965
566,1.4203167626553501,211220488.1952781,0.3664129021500822
567,1.4179259735592835,211576630.6522609,0.36438683576893754
568,1.415543219666931,211932773.1092437,0.36237489242795556
569,1.4131684605379728,212288915.56622648,0.3603771987720272
570,1.410801656003011,212645058.02320927,0.3583938801102487
571,1.408442766161303,213001200.48019207,0.3564250604092427
572,1.4060917513785214,213357342.93717486,0.35447086228649616
573,1.403748572284532,213713485.39415765,0.35253140700371016
574,1.4014131897711979,214069627.85114044,0.35060681446016717
575,1.3990855649902023,214425770.30812326,0.34869720318611414
576,1.3967656593508961,214781912.76510605,0.3468026903361669
577,1.394453434518163,215138055.22208884,0.3449233916827263
578,1.3921488524103096,215494197.67907164,0.343059421609421
579,1.3898518751969744,215850340.13605443,0.3412108931045649
580,1.387562465297057,216206482.59303722,0.3393779177546372
581,1.3852805853766699,216562625.05002,0.3375606057377872
582,1.3830061983471074,216918767.5070028,0.33575906581736187
583,1.3807392673628378,217274909.9639856,0.33397340533545433
584,1.3784797558195123,217631052.42096838,0.3322037302064826
585,1.3762276273519964,217987194.87795117,0.330450144910793
586,1.373982845832417,218343337.33493397,0.32871275248829124
587,1.3717453753682323,218699479.79191676,0.3269916545321059
588,1.3695151803003178,219055622.24889955,0.3252869511822774
589,1.3672922252010724,219411764.70588234,0.3235987411194848
590,1.365076474872542,219767907.16286513,0.32192712155880193
591,1.3628678943445618,220124049.61984792,0.32027218824348974
592,1.3606664488729174,220480192.07683071,0.3186340354388255
593,1.3584721039375214,220836334.53381354,0.3170127559259679
594,1.3562848252406108,221192476.99079633,0.31540844099586507
595,1.354104578704958,221548619.44777912,0.31382118044319846
596,1.351931330472103,221904761.9047619,0.31225106256037133
597,1.3497650469005995,222260904.3617447,0.3106981741315447
598,1.3476056945642796,222617046.8187275,0.3091626004267104
599,1.345453240250534,222973189.27571028,0.3076444251958229
600,1.3433076509586095,223329331.73269308,0.30614373066296735
601,1.3411688938979232,223685474.18967587,0.30466059752058955
602,1.3390369364863899,224041616.64665866,0.3031951049237679
603,1.3369117463487705,224397759.10364145,0.3017473304845522
604,1.3347932913150304,224753901.56062424,0.3003173502663432
605,1.3326815394187184,225110044.01760703,0.29890523877834285
606,1.3305764588953573,225466186.47458982,0.2975110689700567
607,1.3284780181808518,225822328.93157262,0.2961349122258593
608,1.3263861859099113,226178471.3885554,0.2947768383596243
609,1.3243009309144866,226534613.8455382,0.2934369156094194
610,1.3222222222222224,226890756.302521,0.29211521063226537
611,1.3201500290549226,227246898.7595038,0.2908117884989679
612,1.3180843208270332,227603041.2164866,0.2895267126890186
613,1.316025067144136,227959183.6734694,0.2882600450855688
614,1.3139722378014582,228315326.1304522,0.2870118459704776
615,1.3119258027823957,228671468.58743498,0.2857821740194391
616,1.30988573225705,229027611.04441777,0.2845710862971863
617,1.307851996580779,229383753.50140056,0.2833786382527752
618,1.305824566292761,229739895.95838335,0.2822048837149552
619,1.3038034121145718,230096038.41536614,0.281049874887622
620,1.3017885049487758,230452180.87234893,0.2799136623453551
621,1.299779815877529,230808323.32933173,0.2787962950290512
622,1.2977773161611965,231164465.78631452,0.27769782024164114
623,1.2957809772369808,231520608.2432973,0.27661828364390567
624,1.2937907707175647,231876750.7002801,0.2755577292503829
625,1.2918066683897649,232232893.1572629,0.2745161994253745
626,1.2898286422131995,232589035.61424568,0.27349373487905204
627,1.2878566643189666,232945178.07122847,0.27249037466366355
628,1.2858907070083359,233301320.5282113,0.27150615616984425
629,1.2839307427514515,233657462.9851941,0.27054111512303275
630,1.2819767441860466,234013605.44217688,0.26959528557999507
631,1.2800286841161705,234369747.89915967,0.2686686999254598
632,1.2780865355109277,234725890.35614246,0.2677613888688627
633,1.2761502715032256,235082032.81312525,0.2668733814412077
634,1.2742198653885377,235438175.27010804,0.2660047049920419
635,1.2722952906236742,235794317.72709084,0.26515538518655274
636,1.2703765208255668,236150460.18407363,0.26432544600277913
637,1.2684635297700624,236506602.64105642,0.263514909728951
638,1.2665562913907285,236862745.0980392,0.2627237969609499
639,1.264654779777669,237218887.555022,0.2619521265998972
640,1.2627589691763517,237575030.0120048,0.2611999158498697
641,1.2608688339864444,237931172.46898758,0.2604671802157474
642,1.2589843487606638,238287314.92597038,0.2597539335011924
643,1.257105488203632,238643457.38295317,0.2590601878067629
644,1.2552322271707466,238999599.83993596,0.25838595352816285
645,1.2533645406670568,239355742.29691875,0.25773123935463166
646,1.2515024038461537,239711884.75390157,0.2570960522674734
647,1.2496457920090678,240068027.21088436,0.2564803975387271
648,1.2477946806031757,240424169.66786715,0.25588427872998243
649,1.2459490452211197,240780312.12484995,0.2553076976913437
650,1.2441088615997344,241136454.58183274,0.2547506545605365
651,1.242274105618983,241492597.03881553,0.2542131477621694
652,1.2404447533009033,241848739.49579832,0.2536951740071441
653,1.2386207808085647,242204881.9527811,0.25319672829222073
654,1.236802164445031,242561024.4097639,0.25271780389973714
655,1.234988880652335,242917166.8667467,0.2522583923974864
656,1.2331809060104615,243273309.3237295,0.25181848363875103
657,1.2313782172363386,243629451.78071228,0.2513980657625003
658,1.229580791182838,243985594.23769507,0.2509971251937477
659,1.2277886048377853,244341736.69467786,0.250615646644072
660,1.2260016353229763,244697879.15166065,0.25025361311230404
661,1.2242198598932055,245054021.60864344,0.24991100588538218
662,1.222443255935299,245410164.06562623,0.24958780453937224
663,1.220671800967159,245766306.52260903,0.24928398694066053
664,1.2189054726368158,246122448.97959185,0.24899952924731683
665,1.2171442487214872,246478591.43657464,0.24873440591063148
666,1.2153881071266455,246834733.89355743,0.24848858967682388
667,1.2136370258850955,247190876.35054022,0.24826205158893017
668,1.211890983156057,247547018.807523,0.24805476098886578
669,1.2101499572242578,247903161.2645058,0.2478666855196648
670,1.2084139264990328,248259303.7214886,0.2476977911279018
671,1.2066828695134317,248615446.1784714,0.24754804206629258
672,1.2049567649233341,248971588.63545418,0.24741740089647662
673,1.2032355915065722,249327731.09243697,0.24730582849198227
674,1.2015193281620618,249683873.54941976,0.2472132840413775
675,1.1998079539089381,250040016.00640255,0.24713972505160264
676,1.1981014478857033,250396158.46338534,0.24708510735149278
677,1.196399789349377,250752300.92036813,0.24704938509548383
678,1.194702957674656,251108443.37735093,0.24703251076750846
679,1.1930109323530818,251464585.83433372,0.24703443518508103
680,1.1913236929922137,251820728.2913165,0.24705510750356846
681,1.1896412193148098,252176870.74829933,0.2470944752206568
682,1.1879634911580148,252533013.20528212,0.24715248418100388
683,1.186290488472554,252889155.6622649,0.2472290785810866
684,1.1846221913219352,253245298.1192477,0.24732420097423918
685,1.1829585798816569,253601440.5762305,0.24743779227588406
686,1.1812996344384217,253957583.0332133,0.24756979176895766
687,1.1796453353893601,254313725.49019608,0.24772013710952615
688,1.1779956632412558,254669867.94717887,0.24788876433260165
689,1.1763505986097818,255026010.40416166,0.2480756078581451
690,1.1747101222187402,255382152.86114445,0.24828060049727155
691,1.17307421489931,255738295.31812724,0.24850367345864507
692,1.1714428575892997,256094437.77511004,0.24874475635507057
693,1.1698160313324075,256450580.23209283,0.2490037772102828
694,1.168193717277487,256806722.68907562,0.24928066246592803
695,1.1665758966778184,257162865.1460584,0.24957533698874332
696,1.1649625508903876,257519007.6030412,0.24988772407792964
697,1.163353661375169,257875150.060024,0.25021774547272246
698,1.1617492096944153,258231292.51700678,0.2505653213601549
699,1.1601491775119543,258587434.9739896,0.25093037038301924
700,1.1585535465924894,258943577.4309724,0.25131280964802016
701,1.1569622988009074,259299719.8879552,0.25171255473412396
702,1.1553754161015903,259655862.34493798,0.25212951970110403
703,1.1537928805577358,260012004.80192077,0.2525636170982742
704,1.1522146743306796,260368147.25890356,0.2530147579734233
705,1.1506407796792264,260724289.71588635,0.2534828518819365
706,1.1490711789589847,261080432.17286915,0.25396780689611
707,1.1475058546217072,261436574.62985194,0.2544695296146601
708,1.1459447892146373,261792717.08683473,0.25498792517241986
709,1.1443879653798599,262148859.54381752,0.25552289725022775
710,1.1428353658536585,262505002.0008003,0.2560743480850056
711,1.141286973465877,262861144.4577831,0.25664217848002463
712,1.1397427711392867,263217286.9147659,0.25722628781535567
713,1.1382027418889582,263573429.3717487,0.25782657405851583
714,1.1366668688216388,263929571.82873148,0.25844293377528793
715,1.1351351351351353,264285714.28571427,0.2590752621407349
716,1.1336075241177006,264641856.74269706,0.2597234529503914
717,1.1320840191474262,264997999.19967988,0.2603873986316383
718,1.1305646036916395,265354141.65666267,0.26106699025526314
719,1.1290492613063057,265710284.11364546,0.26176211754719214
720,1.1275379756354338,266066426.57062826,0.262472668900407
721,1.1260307304104897,266422569.02761105,0.26319853138703586
722,1.124527509449811,266778711.48459384,0.26393959077061924
723,1.1230282966580283,267134853.94157663,0.26469573151855075
724,1.1215330760254913,267490996.39855942,0.2654668368146902
725,1.1200418316276985,267847138.8555422,0.26625278857214574
726,1.1185545476247314,268203281.312525,0.2670534674462273
727,1.1170712082606948,268559423.76950777,0.2678687528475677
728,1.1155917978631587,268915566.2264906,0.26869852295540303
729,1.1141163008426092,269271708.68347335,0.269542654731025
730,1.1126447016918966,269627851.1404562,0.2704010239313934
731,1.1111769849856974,269983993.59743893,0.27127350512289816
732,1.1097131353799699,270340136.0544218,0.2721599716952987
733,1.1082531376114242,270696278.5114045,0.27306029587579794
734,1.1067969764969883,271052420.96838737,0.2739743487432866
735,1.1053446369332842,271408563.42537016,0.2749020002427294
736,1.103896103896104,271764705.88235295,0.27584311919970605
737,1.1024513624398924,272120848.33933574,0.27679757333509547
738,1.1010103976972332,272476990.79631853,0.27776522927990865
739,1.0995731948783385,272833133.2533013,0.2787459525902636
740,1.0981397392705434,273189275.7102841,0.279739607762497
741,1.0967100162378034,273545418.1672669,0.28074605824841814
742,1.0952840112201965,273901560.6242497,0.281765166470701
743,1.0938617097334287,274257703.0812325,0.2827967938383971
744,1.0924430973683443,274613845.5382153,0.2838408007625976
745,1.0910281597904388,274969987.9951981,0.2848970466722045
746,1.0896168827393757,275326130.45218086,0.2859653900298441
747,1.088209252028508,275682272.90916365,0.28704568834789096
748,1.086805253544403,276038415.36614645,0.2881377982046179
749,1.0854048732463697,276394557.82312924,0.28924157526046373
750,1.084008097165992,276750700.280112,0.29035687427441664
751,1.082614911406663,277106842.7370948,0.29148354912050384
752,1.081225302143125,277462985.1940776,0.29262145280439783
753,1.079839255621012,277819127.65106046,0.2937704374801282
754,1.0784567581563957,278175270.1080432,0.2949303544668888
755,1.0770777961353353,278531412.565026,0.29610105426596134
756,1.0757023560134302,278887555.0220088,0.2972823865777205
757,1.0743304243153777,279243697.47899157,0.2984742003187468
758,1.0729619876345318,279599839.93597436,0.2996763436390221
759,1.0715970326324669,279955982.39295715,0.30088866393922487
760,1.070235546038544,280312124.84993994,0.30211100788809925
761,1.0688775146494816,280668267.3069228,0.303343221439917
762,1.0675229253289285,281024409.7639056,0.30458514985201746
763,1.0661717650070395,281380552.2208884,0.30583663770241964
764,1.0648240206800557,281736694.67787117,0.3070975289075163
765,1.063479679409887,282092837.13485396,0.3083676667398303
766,1.0621387283236994,282448979.59183675,0.3096468938458486
767,1.0608011546135017,282805122.04881954,0.3109350522639118
768,1.0594669455357395,283161264.50580233,0.3122319834421697
769,1.0581360884108904,283517406.9627851,0.3135375282565968
770,1.0568085706230617,283873549.4197679,0.3148515270290598
771,1.055484379619592,284229691.8767507,0.31617381954543583
772,1.0541635029106555,284585834.3337335,0.3175042450737886
773,1.0528459280688696,284941976.7907163,0.31884264238257876
774,1.0515316427289048,285298119.2476991,0.32018884975892264
775,1.0502206345870981,285654261.7046819,0.3215427050268914
776,1.048912891401069,286010404.16166466,0.3229040455658459
777,1.047608400989338,286366546.61864746,0.3242727083287972
778,1.0463071512309496,286722689.07563025,0.32564852986081033
779,1.0450091300650952,287078831.53261304,0.32703134631742264
780,1.0437143254907422,287434973.98959583,0.3284209934830901
781,1.0424227255662621,287791116.4465786,0.32981730678965476
782,1.0411343184090658,288147258.9035614,0.3312201213348287
783,1.039849092195237,288503401.3605442,0.3326292719006866
784,1.0385670351591723,288859543.817527,0.3340445929721779
785,1.0372881355932204,289215686.2745098,0.3354659187556369
786,1.0360123818473275,289571828.7314926,0.3368930831973048
787,1.034739762328682,289927971.1884754,0.338325920001847
788,1.0334702655013648,290284113.64545816,0.3397642626508697
789,1.0322038798859992,290640256.10244095,0.341207944421432
790,1.030940594059406,290996398.55942374,0.34265679840455143
791,1.0296803966542598,291352541.01640654,0.34411065752369147
792,1.028423276358748,291708683.4733893,0.3455693545532363
793,1.0271692219162318,292064825.9303721,0.34703272213695724
794,1.0259182221249112,292420968.3873549,0.34850059280644
795,1.0246702658374907,292777110.8443377,0.3499727989995051
796,1.0234253419608486,293133253.30132055,0.3514491730785894
797,1.022183439455708,293489395.75830334,0.3529295473491022
798,1.020944547336311,293845538.21528614,0.3544137540777483
799,1.0197086546700942,294201680.6722689,0.3559016255108126
800,1.0184757505773672,294557823.1292517,0.3573929938924061
801,1.0172458242309936,294913965.5862345,0.35888769148267186
802,1.0160188648560742,295270108.0432173,0.36038555057593985
803,1.0147948617296316,295626250.5002001,0.3618864035188411
804,1.013573804180299,295982392.9571829,0.36339008272836515
805,1.0123556815880088,296338535.4141657,0.36489642070986505
806,1.0111404833836857,296694677.87114847,0.3664052500750059
807,1.0099281990489404,297050820.32813126,0.3679164035596559
808,1.0087188181157665,297406962.78511405,0.3694297140417093
809,1.0075123301662388,297763105.24209684,0.3709450145588488
810,1.0063087248322147,298119247.69907963,0.3724621383262405
811,1.0051079917950367,298475390.1560624,0.37398091875415357
812,1.003910120785238,298831532.6130452,0.3755011894655115
813,1.0027151015822489,299187675.070028,0.37702278431336467
814,1.001522924014107,299543817.5270108,0.37854553739828356
815,1.0003335779571687,299899959.9839936,0.38006928308567656
816,0.9991470533358211,300256102.4409764,0.3815938560230152
817,0.9979633401221997,300612244.8979592,0.3831190911569766
818,0.9967824283359039,300968387.35494196,0.3846448237505049
819,0.9956043080437179,301324529.81192476,0.38617088939976923
820,0.9944289693593316,301680672.26890755,0.38769712405103596
821,0.9932564024430637,302036814.72589034,0.38922336401744095
822,0.992086597501588,302392957.18287313,0.3907494459956704
823,0.9909195447876602,302749099.6398559,0.39227520708253055
824,0.9897552345998469,303105242.0968387,0.3938004847914261
825,0.9885936572822576,303461384.5538215,0.39532511706872014
826,0.987434803224277,303817527.0108043,0.3968489423100036
827,0.9862786628603003,304173669.4677871,0.39837179937624173
828,0.98512522666947,304529811.9247699,0.39989352760981184
829,0.9839744851754145,304885954.38175267,0.4014139668504356
830,0.9828264289459886,305242096.83873546,0.4029329574509838
831,0.9816810485930154,305598239.2957183,0.40445034029317517
832,0.9805383347720317,305954381.7527011,0.40596595680314496
833,0.9793982781820318,306310524.2096839,0.40747964896690403
834,0.9782608695652173,306666666.6666667,0.40899125934566277
835,0.9771260997067448,307022809.1236495,0.4105006310910394
836,0.9759939594344781,307378951.58063227,0.41200760796013497
837,0.9748644396187405,307735094.03761506,0.4135120343304838
838,0.9737375311720697,308091236.49459785,0.41501375521487865
839,0.9726132250489744,308447378.95158064,0.41651261627604796
840,0.9714915122456913,308803521.40856344,0.41800846384121854
841,0.9703723837999456,309159663.8655462,0.4195011449165322
842,0.9692558307907121,309515806.322529,0.4209905072013281
843,0.968141844337978,309871948.7795118,0.42247639910228907
844,0.9670304156025076,310228091.2364946,0.4239586697474471
845,0.9659215357856085,310584233.6934774,0.42543716900004963
846,0.9648151961288994,310940376.1504602,0.42691174747228305
847,0.9637113879140797,311296518.607443,0.42838225653884804
848,0.9626101024627,311652661.06442577,0.42984854835040215
849,0.9615113311359351,312008803.52140856,0.43131047584684745
850,0.9604150653343582,312364945.97839135,0.4327678927704692
851,0.9593212964977159,312721088.43537414,0.4342206536789353
852,0.9582300161047062,313077230.89235693,0.43566861395814094
853,0.9571412156727566,313433373.3493397,0.4371116298349055
854,0.9560548867578046,313789515.8063225,0.4385495583895149
855,0.9549710209540794,314145658.2633053,0.4399822575681137
856,0.953889609893885,314501800.7202881,0.44140958619495047
857,0.9528106452473851,314857943.1772709,0.44283140398445675
858,0.9517341187223888,315214085.6342537,0.444247571553184
859,0.9506600220641382,315570228.0912365,0.4456579504315762
860,0.9495883470550982,315926370.54821926,0.4470624030755901
861,0.948519085514746,316282513.00520205,0.44846079287816076
862,0.9474522292993631,316638655.46218485,0.449852984180505
863,0.9463877703018292,316994797.91916764,0.45123884228327066
864,0.9453257004514162,317350940.3761504,0.45261823345752505
865,0.944266011713584,317707082.8331332,0.45399102495558097
866,0.9432086960897792,318063225.290116,0.4553570850216769
867,0.9421537456172319,318419367.74709886,0.4567162829024772
868,0.9411011523687579,318775510.20408165,0.45806848885742785
869,0.9400509084525586,319131652.66106445,0.4594135741689448
870,0.939003006012024,319487795.11804724,0.46075141115243984
871,0.9379574372255376,319843937.57503,0.4620818731661895
872,0.9369141943062811,320200080.0320128,0.46340483462103427
873,0.935873269502041,320556222.4889956,0.4647201709899326
874,0.9348346550950172,320912364.9459784,0.4660277588173323
875,0.9337983434016317,321268507.4029612,0.467327475728391
876,0.9327643267723393,321624649.859944,0.4686192004380331
877,0.9317325975914396,321980792.3169268,0.46990281275984835
878,0.9307031482768895,322336934.77390957,0.47117819361481594
879,0.929675971280118,322693077.23089236,0.47244522503987624
880,0.9286510590858417,323049219.68787515,0.4737037901963435
881,0.9276284042118809,323405362.14485794,0.47495377337814004
882,0.9266079992089781,323761504.60184073,0.4761950600198869
883,0.9255898366606171,324117647.0588235,0.47742753670482135
884,0.9245739091828429,324473789.5158063,0.478651091172554
885,0.9235602094240838,324829931.9727891,0.4798656123266687
886,0.9225487300649734,325186074.4297719,0.4810709902421545
887,0.9215394638181752,325542216.8867547,0.48226711617268286
888,0.9205324034282066,325898359.3437375,0.48345388255771876
889,0.9195275416712662,326254501.8007203,0.4846311830294747
890,0.9185248713550601,326610644.25770307,0.48579891241970313
891,0.9175243853186308,326966786.71468586,0.4869569667663281
892,0.9165260764321866,327322929.17166865,0.48810524331992006
893,0.9155299375969325,327679071.62865144,0.48924364055001174
894,0.914535961744901,328035214.08563423,0.4903720581512488
895,0.9135441418387864,328391356.542617,0.4914903970493941
896,0.9125544708717774,328747498.9995998,0.4925985594071611
897,0.9115669418673931,329103641.4565826,0.4936964486299054
898,0.910581547879318,329459783.9135654,0.49478396937114555
899,0.9095982819912402,329815926.3705482,0.49586102753793593
900,0.908617137316689,330172068.827531,0.496927530296084
901,0.9076381069988742,330528211.2845138,0.49798338607520953
902,0.9066611842105262,330884353.7414966,0.49902850457365716
903,0.9056863621537383,331240496.1984794,0.5000627967632426
904,0.9047136340598073,331596638.6554622,0.5010861748938635
905,0.9037429931890784,331952781.112445,0.5020985524979391
906,0.9027744328307884,332308923.5694278,0.5030998443947213
907,0.9018079463029122,332665066.0264106,0.5040899666944347
908,0.9008435269520079,333021208.4833934,0.5050688368022789
909,0.899881168153065,333377350.94037616,0.5060363734222747
910,0.8989208633093525,333733493.39735895,0.5069924965609752
911,0.897962605852268,334089635.85434175,0.5079371275310106
912,0.8970063892411878,334445778.31132454,0.5088701889545065
913,0.8960522069633189,334801920.7683073,0.5097916047663409
914,0.8951000525335499,335158063.2252901,0.5107013002172668
915,0.894149919494305,335514205.6822729,0.5115992018768849
916,0.8932018014153978,335870348.1392557,0.5124852376364794
917,0.8922556918938862,336226490.5962385,0.5133593367117082
918,0.8913115845539281,336582633.0532213,0.5142214296451486
919,0.8903694730466384,336938775.5102041,0.5150714483087129
920,0.8894293510499466,337294917.96718687,0.5159093259059143
921,0.8884912122684554,337651060.42416966,0.5167349969740053
922,0.8875550504333002,338007202.88115245,0.5175483973859653
923,0.8866208593020093,338363345.33813524,0.5183494643523698
924,0.8856886326583655,338719487.79511803,0.5191381364231068
925,0.8847583643122677,339075630.2521008,0.5199143534889692
926,0.8838300480995945,339431772.7090836,0.520678056783111
927,0.8829036778820676,339787915.1660664,0.5214291888823805
928,0.8819792475471165,340144057.6230492,0.5221676937084977
929,0.8810567510077447,340500200.080032,0.522893516529133
930,0.880136182202395,340856342.5370148,0.5236066039588312
931,0.8792175350948176,341212484.9939976,0.5243069039598289
932,0.878300803673938,341568627.45098037,0.5249943658427211
933,0.8773859819537257,341924769.90796316,0.5256689402670225
934,0.876473063973064,342280912.36494595,0.5263305792415977
935,0.8755620437956205,342637054.82192874,0.5269792361249577
936,0.8746529155097185,342993197.27891153,0.5276148656254479
937,0.8737456732282087,343349339.7358944,0.5282374238013093
938,0.8728403110883435,343705482.1928772,0.528846868060611
939,0.8719368232516486,344061624.64985996,0.5294431571610756
940,0.8710352039037992,344417767.10684276,0.5300262512097774
941,0.8701354472544945,344773909.56382555,0.5305961116627266
942,0.8692375475373342,345130052.02080834,0.5311527013243372
943,0.8683414990096945,345486194.47779113,0.5316959843467757
944,0.8674472959526068,345842336.9347739,0.5322259262292002
945,0.8665549326706351,346198479.3917567,0.5327424938168838
946,0.8656644034917556,346554621.8487395,0.5332456553002229
947,0.8647757027672361,346910764.3057223,0.5337353802136452
948,0.8638888248715171,347266906.7627051,0.5342116394343891
949,0.8630037642020928,347623049.2196879,0.5346744051811924
950,0.8621205151793928,347979191.6766707,0.535123651012862
951,0.8612390722466656,348335334.13365346,0.5355593518267368
952,0.8603594298698616,348691476.59063625,0.5359814838570544
953,0.859481582537517,349047619.04761904,0.5363900246731992
954,0.8586055247606396,349403761.50460184,0.5367849531778546
955,0.8577312510725931,349759903.9615846,0.5371662496050499
956,0.8568587560289849,350116046.4185674,0.5375338955181074
957,0.8559880342075518,350472188.8755502,0.5378878738074868
958,0.8551190802080482,350828331.332533,0.5382281686885305
959,0.8542518886521349,351184473.7895158,0.5385547656991049
960,0.853386454183267,351540616.2464986,0.5388676516971516
961,0.8525227714665848,351896758.7034814,0.539166814858143
962,0.8516608351888036,352252901.16046417,0.5394522446724241
963,0.8508006400581046,352609043.61744696,0.5397239319424852
964,0.849942180804027,352965186.07442975,0.5399818687801233
965,0.8490854521773601,353321328.53141254,0.5402260486035054
966,0.8482304489500363,353677470.98839533,0.5404564661341635
967,0.847377165915025,354033613.4453781,0.5406731173938775
968,0.8465255978862266,354389755.9023609,0.5408759997014692
969,0.8456757396983678,354745898.3593437,0.5410651116695164
970,0.8448275862068966,355102040.8163265,0.5412404532009752
971,0.8439811322878791,355458183.2733093,0.5414020254857078
972,0.8431363728378957,355814325.7302921,0.541549830996934
973,0.8422933027739391,356170468.18727493,0.5416838734875898
974,0.8414519170333123,356526610.6442577,0.541804157986603
975,0.8406122105735269,356882753.1012405,0.5419106907950844
976,0.8397741783722024,357238895.5582233,0.5420034794824369
977,0.8389378154269663,357595038.0152061,0.542082532882382
978,0.8381031167553548,357951180.4721889,0.5421478610889038
979,0.837270077394713,358307322.9291717,0.542199475452114
980,0.8364386924020975,358663465.3861545,0.5422373885740314
981,0.835608956854178,359019607.84313726,0.5422616143042932
982,0.8347808658471405,359375750.30012006,0.5422721677357768
983,0.8339544144965906,359731892.75710285,0.5422690652001473
984,0.8331295979374569,360088035.21408564,0.542252324263338
985,0.8323064113238967,360444177.67106843,0.542221963720937
986,0.8314848498292001,360800320.1280512,0.5421780035935138
987,0.830664908645696,361156462.585034,0.5421204651218611
988,0.8298465829846583,361512605.0420168,0.5420493707621767
989,0.8290298680762128,361868747.4989996,0.5419647441811493
990,0.8282147591692444,362224889.9559824,0.5418666102509995
991,0.8274012515313048,362581032.4129652,0.5417549950444256
992,0.8265893404485215,362937174.86994797,0.541629925829495
993,0.8257790212255058,363293317.32693076,0.541491431064454
994,0.8249702891852635,363649459.78391355,0.5413395403924739
995,0.8241631396691035,364005602.24089634,0.5411742846363292
996,0.8233575680365498,364361744.69787914,0.5409956957930013
997,0.8225535696652514,364717887.1548619,0.5408038070282217
998,0.8217511399508944,365074029.6118447,0.5405986526709418
999,0.8209502743071145,365430172.0688275,0.5403802682077462
1000,0.8201509681654087,365786314.5258103,0.54014869027718
1001,0.8193532169750489,366142456.9827931,0.5399039566640398
1002,0.818557016202996,366498599.4397759,0.5396461062935723
1003,0.8177623613338133,366854741.8967587,0.539375179225628
1004,0.8169692478695814,367210884.35374147,0.5390912166487407
1005,0.8161776713298133,367567026.81072426,0.53879426087415
1006,0.8153876272513705,367923169.26770705,0.5384843553297568
1007,0.8145991111883781,368279311.72468984,0.5381615445540181
1008,0.8138121187121425,368635454.1816727,0.5378258741897874
1009,0.8130266454110681,368991596.6386555,0.5374773909780831
1010,0.8122426868905742,369347739.0956383,0.5371161427518019
1011,0.8114602387730141,369703881.55262107,0.5367421784293734
1012,0.8106792966975929,370060024.00960386,0.5363555480083568
1013,0.8098998563202869,370416166.46658665,0.5359563025589705
